user,updated_at,body,url
"eggplants","2022-06-18T21:01:41Z","![_](https://github.githubassets.com/images/mona-loading-default.gif)","https://github.com/eggplants/ghitter/issues/161#issue-1275814094"
"eggplants","2022-06-18T21:00:32Z","玉ねぎ2人参1みじん切り
じゃがいも3ぶつ切り
焦がして豚バラ肉炒める
水0.6Lで30分中火
ルー４欠けで10分弱火","https://github.com/eggplants/ghitter/issues/161#issuecomment-1159561770"
"eggplants","2022-06-18T21:01:41Z","片手鍋一杯分","https://github.com/eggplants/ghitter/issues/161#issuecomment-1159562037"
